;Acalyptrate_sp;Achaea_finita_Guenée;Acopsis_viridicans_Amyot&Serville;Aganais_borbonica _Boisduval;Agrostis_atritegulator_Hampson;Ahasverus_advena_Waltle;Allograpta_nasuta_Marquart;Allograpta_sp1;Allograpta_sp2;Anthomyia_faciata_Walker;Apis_mellifera_Linnaeus;Atherigona_sp1;Bactrocera_cucurbitae_Coquillett;Brachymyrmex_sp ;Calcidoidae_sp1;Campopleginae_sp1;Cephonodes_trochilus_Guého ;Cerambycidae_sp1;Cerambycidae_sp3;Ceratitis_roas_Karsch;Chaetocnema_sp1;Cheloninae_sp1;Cheloninae_sp2;Chironomidae_sp1;Chrysomya_megacephala_Fabricius;Cicadellidae_sp2;Condica_capensis;Conocephalus_sp1;Cryptinae_sp;Dasytinae_sp1;Dioxyna_sororcula_Wiedemann;Diptera_sp1;Dolichopodidae_sp1;Drosophila_sp1;Drosophila_sp2;Drosophila_sp3;Dysauxes_florida_Joan;Eilema_squalida_Viette;Episyrphus_sp._near_circularis_Hull;Eristalinus_flaveolus_Bigot;Eumolpinae_sp1;Fannia_pusio_Wiedemann;Foudia_madagascariense_Linnaeus;Gelechioidea_sp1;Goniurellia_or_Dectodes_sp;Graphomya_maculata_Scopoli;Henotesia_narcissus_Fabricius;Hippotion_eson_Cramer;Homoneura_quadrivittata_Walker;Homoneura_sp2;Homoneura_sp3;Hyadina_sp ;Hydrillodes_sp;Hyperaspis_hottentota_Mulsant;Ischiodon_aegyptius_Wiedemann;Lauxania_sp;Lecithoceridae_sp1;Lecithoceridae_sp2;Leptotes_pirithous_Linnaeus;Limnophora_quaterna_Loew;Limonia_(Dycranomia)sp;Limoniidae_sp;Lygaeidae_sp1;Lygaeidae_sp4;Lygaeidae_sp5;Lygistorrhina_sp;Macroglossum_milvus_Boisduval;Mauritiborium_undulatus;Melanagromyza_sojae_Zehntner;Melanostoma_annulipes_Macquart;Melanostoma_bituberculatum_Loew;Miridae_sp1;Mordellidae_sp1;Mordellidae_sp2;Musca_domestica_Linnaeus;Mythimna_sp1;Nacoleia_sp1;Nacoleia_sp2;Nogodinidae_sp;Nyctemera_insulare_Boisduval;Ophyra_capensis_Wiedemann;Orchisia_costata_Meigen;Ornidia_obesa_Fabricius;Orthellia_albigena_Stein;Pachycerina_crinicornis_Thomson;Paleorhiza_sp1;Panara_naso_Fabricius;Papillio_manlius_Fabricius;Paragus_borbonicus_Macquart;Pelecophora_intemipta_All;Peribaea_sp;Phalanta_phalantha_Drury;Pheidole_megacephala_Fabricius;Phelsuma_cepediana_Merrem;Phorinia_sp;Polistes_hebraeus_Fabricius;Psilopa_iceryae_Cresson;Psyllidae_sp1;Psyllidae_sp2;Pteromalidae_sp1;Pterophoridae_sp1;Pycnonotus_jocosus_Linnaeus;Remigia_frugalis_Fabricius ;Sapromyza_sp_near_nudiuscula_Lamb.;Sarcophaga_arno_Curran ;Sarrothripinae_sp;Scatopsidae_sp;Scirtidae_sp1;Scirtidae_sp2;Scolia_carniflex_Coquillett;Scolia_oryctophaga_Coquillett;Scopariinae_sp;Sepsis_lateralis_Wiedemann;Simulium_(Byssodon) _sp2;Simulium_sp1;Siphona_sp;Spilogona_sp ;Spodoptera_littoralis_Boisduval;Stomorhina_lunata_Fabricius;Stomoxys_calcitrans_Linnaeus;Stomoxys_niger_Macquart;Strictopterinae_sp1;Syritta_nigrofemorata_Macquart;Syritta_sp_(near abyssinica Rondani);Tarundia_servillei_Spinola;Technomyrmex_albipes_Smith;Tettigoniidae_sp1;Thelairodrino_sp;Trichoplusia_indicator_Walker ;Trirhithrum_sp_near_nigerrimum_Bezzi;Villa_unifasciata_Macquart;Zaprionus_tuberculatus_Malloch;Zaprionus_vittiger_Coquillett;Zizeeria_knysa_Trimen;Zosterops_mauritianus_Gmelin
Chassalia_coriacea_var_coriacea;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1429;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2222;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0364;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1429;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2222;0,0000;1,0661;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6190;0,0000;0,0000;0,0000;0,0800;0,0000;0,2222;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Claoxylon_linostachys_ssp_brachyphyllum;0,0000;0,0000;0,1333;0,0000;0,0000;0,0000;0,2143;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,8573;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1818;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1818;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2400;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1333;0,2000;0,0000;0,0000;0,0444;0,8810;0,0000;0,2467;0,0000;0,0000;0,1250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0333;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0333;0,0333;0,0000;0,2444;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Coffea_macrocarpa;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1870;0,0000;0,1600;0,0000;0,0000;0,0000;0,0769;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0870;2,2617;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1818;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Coffea_mauritiana;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6906;0,0000;0,0000;0,0000;1,8269;0,0000;0,0000;1,6000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2857;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7273;0,0000;0,0000;0,1818;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1667;0,0000;0,0000;0,0000;0,0000;0,1429;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,3152;0,5000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,4312;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1818;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,4273;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Colea_colei;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Cordemoya_integrifolia;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,1316;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3636;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8910;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Croton_fothergillifolius;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1667;0,0000;0,0000;0,0000;0,0250;0,0000;0,0000;0,5833;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4117;0,0000;0,0000;0,0000;0,2511;0,0000;0,0000;0,0000;0,0000;0,1000;0,1683;0,0000;0,0000;0,0000;0,0000;0,0000;0,1541;0,0000;0,0267;0,2733;0,0000;0,0000;0,0000;0,0000;0,0833;0,0177;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2786;0,0000;0,0000;0,0000;0,1089;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0129;0,0000;0,0000;0,0000;0,0000;0,6640;0,0000;0,0929;0,0000;0,0000;0,0000;0,0000;0,0000;0,0129;0,0000;1,4575;0,0000;0,0000;0,0000;0,0267;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0286;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0267;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,8635;0,5916;0,1210;0,0000;0,0463;0,0556;0,0000;0,5540;0,0000;0,0000;0,0000;0,0000;0,0177;0,0000;0,0000;0,0000;0,0000
Diospyros_revaughanii;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5000;0,0000;0,0000;16,5155;0,0000;0,0000;0,6667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7,8857;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,9000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Dodonaea_viscosa ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6800;0,0000;0,0000;0,0000;0,0333;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Doratoxylon_apetalum_var_apetalum;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2857;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2857;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4444;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,7460;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Dracaena reflexa_var_angustifolia;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1637;0,0000;0,0000;0,0000;0,4085;0,0000;0,0000;0,0000;0,0000;0,0000;0,1611;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1111;0,0000;0,0000;0,0500;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0526;0,0000;0,0667;0,0000;0,1111;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6387;0,0000;0,0000;0,0000;0,1111;0,0000;0,0000;1,0000;0,0000;0,0000;0,0500;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Embelia_angustifolia;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,3687;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0833;0,0000;0,0000;0,0000;0,0625;0,0000;0,0000;0,0000;0,0000;0,0000;0,1000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Erythrospermum_monticolum_var_monticolum;0,0000;0,0000;0,0000;0,0000;0,0000;0,0800;0,1667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1538;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1538;0,0000;0,1429;0,0000;0,1667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2353;0,0000;0,0000;0,0000;0,0000;0,1176;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Erythroxylum_macrocarpum;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3636;0,0000;0,0000;0,0000;0,3333;0,0000;0,0000;3,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0870;1,6353;0,0000;0,0000;0,0000;0,1538;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1818;0,5455;0,0000;0,0000;0,0000;0,0000;0,0000;0,2667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1818;0,0000;0,0000;0,0000;0,0769;0,3000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1818;0,0000;1,1008;0,0000;0,0870;0,0000;0,0000;0,4857;0,0000;0,0000;0,0000;0,0000;0,0000;0,1429;0,0000;0,0000;0,0000;0,7000;0,0000;0,3333;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0769;0,1176;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,6899;0,7163;0,3556;0,0000;0,4636;0,0000;0,0000;0,7302;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4034
Eugenia_orbiculata;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,0000;0,0000;0,0000;0,0000;0,0000;3,0000;0,0000;0,0000;0,0000;0,0000
Euodia_chapelieri_var_chapelieri;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3500;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1053;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4333;0,0000;0,0000;0,0000;0,2436;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0667;0,0000;0,0000;0,0000;0,0000;0,0000;0,2667;0,0000;0,0000;0,0000;0,0000;0,0769;0,0000;0,0000;0,0000;0,0000
Euodia_obtusifolia_ssp_gigas_var_brachypoda;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1538;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0909;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0645;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
