Specie,Kingdom,Role,Degree,Sum(connections strength),Networks presence
"Araneidae sp132 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp133 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp134 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp135 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp136 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp137 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp138 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp139 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp140 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp141 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp142 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp143 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp144 M_PL_057","Animals","Pollinator",1,1,1
"Araneidae sp70 M_PL_057","Animals","Pollinator",1,2,1
"Arasehmia burejana ","Animals","Pollinator",5,8,1
"Arge similis ","Animals","Pollinator",1,1,3
"Arge sp1 M_PL_057","Animals","Pollinator",1,1,1
"Asarcuna porcina ","Animals","Pollinator",3,7,1
"Asclera nigrocya ","Animals","Pollinator",1,1,2
"Asiemphytus deutziae ","Animals","Pollinator",2,2,1
"Astochia virgatipes ","Animals","Pollinator",1,1,1
"Athalia japonica ","Animals","Pollinator",3,3,4
"Baccha apicalis ","Animals","Pollinator",1,1,1
"Baccha maculata ","Animals","Pollinator",9,15,3
"Baccha macutata ","Animals","Pollinator",1,1,1
"Basilepta ruficolle ","Animals","Pollinator",1,1,1
"Batozenellus sp1 M_PL_057","Animals","Pollinator",1,1,1
"Betasorrphus seraius ","Animals","Pollinator",2,3,1
"Betasyrphus seraius ","Animals","Pollinator",3,3,2
"Blitopertha orientalis ","Animals","Pollinator",3,8,3
"Bombus ardens","Animals","Pollinator",14,40,5
"Bombus diversus diversus","Animals","Pollinator",37,298,3
"Bombus honshorensis ","Animals","Pollinator",1,2,1
"Bombus honshuensis","Animals","Pollinator",8,20,3
"Bombus hypocrita hypocrita","Animals","Pollinator",18,51,3
"Bombus ignitus","Animals","Pollinator",1,2,4
"Bombus sp1 M_PL_057","Animals","Pollinator",1,1,1
"Bombylius major","Animals","Pollinator",5,11,8
"Bothrogonia japonica ","Animals","Pollinator",6,8,1
"Brachyloma curtum ","Animals","Pollinator",1,2,1
"Brachyopa bicolor ","Animals","Pollinator",1,1,1
"Bruchidius urbanus ","Animals","Pollinator",2,2,2
"Byctiscus puberulus ","Animals","Pollinator",6,9,2
"Byturus affinis ","Animals","Pollinator",5,68,3
"Camponotus kiusiuensis ","Animals","Pollinator",2,2,1
"Camponotus nipponensis ","Animals","Pollinator",2,2,1
"Camponotus obscripes ","Animals","Pollinator",2,5,2
"Campsomeris primatica ","Animals","Pollinator",1,1,2
"Carbula humerigera ","Animals","Pollinator",7,14,2
"Carpophilus chalybeus ","Animals","Pollinator",4,4,3
"Cassida rubiginosaidalis ","Animals","Pollinator",1,1,1
"Cephenius nitobei ","Animals","Pollinator",3,5,2
"Ceratina esakii ","Animals","Pollinator",9,30,4
"Ceratina flavipes ","Animals","Pollinator",2,2,5
"Ceratina iwatai","Animals","Pollinator",2,2,3
"Ceratina japonica ","Animals","Pollinator",34,168,5
"Ceratina megastigmata ","Animals","Pollinator",22,112,3
"Ceratina sp1 M_PL_057","Animals","Pollinator",1,1,1
"Cerceris carinalis ","Animals","Pollinator",2,2,2
"Cerceris hortivaga ","Animals","Pollinator",2,2,2
"Cheilosia omogensis ","Animals","Pollinator",4,38,2
"Cheilosia sp1 M_PL_057","Animals","Pollinator",7,30,1
"Cheilosia sp10 M_PL_057","Animals","Pollinator",1,1,1
"Cheilosia sp11 M_PL_057","Animals","Pollinator",1,1,1
"Cheilosia sp12 M_PL_057","Animals","Pollinator",1,1,1
"Cheilosia sp2 M_PL_057","Animals","Pollinator",9,15,1
"Cheilosia sp3 M_PL_057","Animals","Pollinator",5,12,1
"Cheilosia sp4 M_PL_057","Animals","Pollinator",5,7,1
"Cheilosia sp5 M_PL_057","Animals","Pollinator",5,5,1
"Cheilosia sp6 M_PL_057","Animals","Pollinator",2,5,1
"Cheilosia sp7 M_PL_057","Animals","Pollinator",2,4,1
"Cheilosia sp8 M_PL_057","Animals","Pollinator",1,1,1
"Cheilosia sp9 M_PL_057","Animals","Pollinator",1,1,1
"Cheliosia sp1 M_PL_057","Animals","Pollinator",1,1,1
"Choaspes beninminii ","Animals","Pollinator",1,1,1
"Choaspes benjaminii ","Animals","Pollinator",1,1,2
"Chrysogaster okazakii ","Animals","Pollinator",1,1,1
"Chrysotoxum grande ","Animals","Pollinator",1,1,1
"Colletes babai ","Animals","Pollinator",2,5,1
"Colpura lativentristi ","Animals","Pollinator",1,1,1
"Coraebus rusticanus ","Animals","Pollinator",1,4,2
"Corymbas nipponica ","Animals","Pollinator",3,10,2
"Crabro sp1 M_PL_057","Animals","Pollinator",1,1,1
"Criorhina japonica ","Animals","Pollinator",1,1,2
"Crossocerus walkeri ","Animals","Pollinator",2,2,1
"Cryptophagus cellaris ","Animals","Pollinator",1,1,1
"Daimio tethys ","Animals","Pollinator",1,1,1
"Dasysyrphus bilineatus ","Animals","Pollinator",1,1,3
"Dasytes vulgaris ","Animals","Pollinator",2,12,4
"Demonax transilis ","Animals","Pollinator",2,9,2
"Denticollis nipponensis ","Animals","Pollinator",1,1,1
"Dere thoracica ","Animals","Pollinator",1,1,3
"Dermaptera sp8 M_PL_057","Animals","Pollinator",3,9,1
"Dicranoncus femoralis ","Animals","Pollinator",1,1,1
"Didea fasciata ","Animals","Pollinator",2,2,5
"Dinoptera minuta","Animals","Pollinator",1,1,2
"Dinoptera minuta ticollis ","Animals","Pollinator",1,3,2
"Diptera sp90 M_PL_057","Animals","Pollinator",2,2,1
"Diptera sp91 M_PL_057","Animals","Pollinator",2,2,1
"Dolichovespula media sugare ","Animals","Pollinator",2,3,1
"Dromius prolixus ","Animals","Pollinator",1,1,1
"Ectemnius nigritarsus ","Animals","Pollinator",1,1,1
"Ectemnius radiatus","Animals","Pollinator",2,2,2
"Ectemnuis dives ","Animals","Pollinator",1,1,1
"Ectemunis or Cranocernus sp1 M_PL_057","Animals","Pollinator",1,1,1
"Ectinohoplia obducta ","Animals","Pollinator",1,1,4
"Ectinus sericeus ","Animals","Pollinator",1,1,1
"Ectophasia sinensis ","Animals","Pollinator",9,24,2
"Elasmostethus humeralis ","Animals","Pollinator",2,4,2
"Elasmucha nipponica ","Animals","Pollinator",2,2,2
"Epeolus melectiformis ","Animals","Pollinator",3,4,1
"Ephemeroptera sp344 M_PL_057","Animals","Pollinator",1,1,1
"Epilachna niponica ","Animals","Pollinator",1,1,1
"Epilichas flabellatus ","Animals","Pollinator",1,1,1
"Epistorophe orientaris ","Animals","Pollinator",1,3,1
"Epistoropheaino sp1 M_PL_057","Animals","Pollinator",1,1,1
"Epistotophe shibakawae ","Animals","Pollinator",6,19,2
"Episyrphus balteatus","Animals","Pollinator",30,101,17
"Episyrphus batteatus ","Animals","Pollinator",1,1,1
"Epuraea sp1 M_PL_057","Animals","Pollinator",17,81,1
"Eristalis cereaiis ","Animals","Pollinator",1,20,1
"Eristalis cerealis ","Animals","Pollinator",16,52,6
"Eristalis cerealis. ","Animals","Pollinator",1,4,1
"Eristalomya tenax ","Animals","Pollinator",3,4,3
"Eristatis cerealis ","Animals","Pollinator",1,1,1
"Erynnis montanus ","Animals","Pollinator",1,1,1
"Eucetonia pilifera","Animals","Pollinator",1,1,3
"Eucetonia roelofsi ","Animals","Pollinator",3,4,2
"Euctenurapteryx maculicaudaria ","Animals","Pollinator",1,2,1
"Eumenes rubronotatus ","Animals","Pollinator",3,3,3
"Eumerus iidai ","Animals","Pollinator",3,4,1
"Eumerus japonica ","Animals","Pollinator",1,1,1
"Eurema hecabe ","Animals","Pollinator",1,2,3
"Euricania fascialis ","Animals","Pollinator",4,7,1
"Eurystylus coelestialium ","Animals","Pollinator",10,27,3
"Eusphalerum parallelum ","Animals","Pollinator",1,38,4
"Eyzarcoris guttiger ","Animals","Pollinator",1,1,1
"Formica japonica ","Animals","Pollinator",1,1,4
"Formica sp1 M_PL_057","Animals","Pollinator",3,7,1
"Formicidae sp1 M_PL_057","Animals","Pollinator",1,2,1
"Galerucella vittaticollis ","Animals","Pollinator",2,2,1
"Ganoxanthus pallidus ","Animals","Pollinator",3,4,2
"GELECHIIDAE sp1 M_PL_057","Animals","Pollinator",1,1,1
"Geocoris varius ","Animals","Pollinator",8,18,1
"Gormnosoma rotundatum ","Animals","Pollinator",1,5,1
"Gorpis sp1 M_PL_057","Animals","Pollinator",4,6,1
"Grammographus notabilis ","Animals","Pollinator",1,1,1
"Graphomyia maculata ","Animals","Pollinator",1,1,3
"Graptomyza ishikawai ","Animals","Pollinator",4,4,1
"Gymnosoma rotundatum ","Animals","Pollinator",6,12,3
"Gymnosoma rotundaturm ","Animals","Pollinator",1,1,1
"Harima callipteris ","Animals","Pollinator",1,1,1
"Harmonia axyridis ","Animals","Pollinator",1,2,3
"Harpalus sp1 M_PL_057","Animals","Pollinator",1,1,1
"Helophilus virgatus ","Animals","Pollinator",10,33,6
"Hemaris affinis ","Animals","Pollinator",1,1,1
"Homoeocerus dilatatus ","Animals","Pollinator",1,1,1
"Hotaria parvula ","Animals","Pollinator",1,1,1
"Hylaeus floralis ","Animals","Pollinator",7,13,4
"Hylaeus globula ","Animals","Pollinator",7,54,2
"Hylaeus nippon ","Animals","Pollinator",3,3,3
"Hylaeus sttbmonticola ","Animals","Pollinator",1,4,1
"Hylaeus submonticola ","Animals","Pollinator",3,6,1
"Hymenoptera sp383 M_PL_057","Animals","Pollinator",1,1,1
"Hymenoptera sp384 M_PL_057","Animals","Pollinator",1,1,1
"Idiostrangaiia contracta ","Animals","Pollinator",1,3,1
"Idiostrangalia contracta ","Animals","Pollinator",1,1,2
"Ilespinae sp1 M_PL_057","Animals","Pollinator",1,1,1
"Illeis koebelei ","Animals","Pollinator",1,1,1
"Imatisma abdominalis ","Animals","Pollinator",1,1,2
"Jmatisma abdominalis ","Animals","Pollinator",1,1,1
"Jujiroa sp1 M_PL_057","Animals","Pollinator",1,1,1
"Languriomorpha lewisi ","Animals","Pollinator",1,1,1
"Languriomorpha nigritarsis ","Animals","Pollinator",1,1,1
"Lasio glossum sp1 M_PL_057","Animals","Pollinator",1,1,1
"Lasiogiossum japonicum ","Animals","Pollinator",1,1,2
"Lasioglossum allodalum","Animals","Pollinator",2,2,2
"Lasioglossum apristum","Animals","Pollinator",37,286,4
"Lasioglossum baleicum","Animals","Pollinator",7,32,4
"Lasioglossum exiliceps","Animals","Pollinator",6,27,4
"Lasioglossum hirashimae ","Animals","Pollinator",5,5,1
"Lasioglossum japonicum","Animals","Pollinator",7,8,4
"Lasioglossum nipponense ","Animals","Pollinator",2,4,2
"Lasioglossum occidens","Animals","Pollinator",18,68,4
"Lasioglossum problematicum","Animals","Pollinator",1,1,3
"Lasioglossum sexstrigatum","Animals","Pollinator",1,1,2
"Lasioglossum sibiriacum","Animals","Pollinator",10,27,4
"Lasioglossum sp1 M_PL_057","Animals","Pollinator",14,36,1
"Lasioglossum sp10 M_PL_057","Animals","Pollinator",1,1,1
"Lasioglossum sp11 M_PL_057","Animals","Pollinator",1,1,1
"Lasioglossum sp12 M_PL_057","Animals","Pollinator",1,1,1
"Lasioglossum sp2 M_PL_057","Animals","Pollinator",4,8,1
"Lasioglossum sp3 M_PL_057","Animals","Pollinator",1,3,1
"Lasioglossum sp4 M_PL_057","Animals","Pollinator",2,3,1
"Lasioglossum sp5 M_PL_057","Animals","Pollinator",3,3,1
"Lasioglossum sp6 M_PL_057","Animals","Pollinator",1,2,1
"Lasioglossum sp7 M_PL_057","Animals","Pollinator",1,1,1
"Lasioglossum sp8 M_PL_057","Animals","Pollinator",1,1,1
"Lasioglossum sp9 M_PL_057","Animals","Pollinator",1,1,1
"Lasioglossum transpositum","Animals","Pollinator",14,96,2
"Lasiogtossum apristum ","Animals","Pollinator",1,2,1
"Lasius hayashi ","Animals","Pollinator",1,2,1
"Lasius niger","Animals","Pollinator",6,18,6
"Lasius sp1 M_PL_057","Animals","Pollinator",1,1,1
"Lathrophthalmus viridis ","Animals","Pollinator",1,1,1
"Lemula decipiens ","Animals","Pollinator",1,1,1
"Leopoldius japonicus ","Animals","Pollinator",1,1,1
"Leptura ochraceofasciata ","Animals","Pollinator",2,12,3
"Lestica collaris ","Animals","Pollinator",3,6,1
"Linoetis coeruleipennis ","Animals","Pollinator",1,2,3
"Linotetis coeruleipennis ","Animals","Pollinator",1,1,2
"Loderus eversmanini obscurus ","Animals","Pollinator",1,1,2
"Lycaena phlaeas ","Animals","Pollinator",1,1,8
"Lypesthes ater ","Animals","Pollinator",1,1,1
"Macrophya apicalis ","Animals","Pollinator",1,1,1
"Macrophya sp1 M_PL_057","Animals","Pollinator",1,1,1
"Mauoglossum pynhosticta ","Animals","Pollinator",4,4,1
"Mauoglossum sp1 M_PL_057","Animals","Pollinator",1,1,1
"Mecoptera sp485 M_PL_057","Animals","Pollinator",1,1,1
"Megachile tsurugensis ","Animals","Pollinator",6,9,6
"Megachile tsururgensis ","Animals","Pollinator",1,1,1
"Megachile yasumatsui ","Animals","Pollinator",2,5,1
"Megaspis zonata ","Animals","Pollinator",12,14,3
"Melangyna ezoensis ","Animals","Pollinator",4,4,1
"Melangyna sp1 M_PL_057","Animals","Pollinator",1,1,1
"Melanostoma scalare","Animals","Pollinator",26,128,12
"Melanotus annosus ","Animals","Pollinator",1,1,2
"Menida violacea ","Animals","Pollinator",8,24,2
"Metasyrphus corollae","Animals","Pollinator",1,1,6
"Metasyrphus nintens ","Animals","Pollinator",1,1,3
"Metialina sp1 M_PL_057","Animals","Pollinator",3,3,1
"Microdon japonicus","Animals","Pollinator",1,1,2
"Mimela costata ","Animals","Pollinator",1,1,1
"Molipteryx fuliginosa ","Animals","Pollinator",2,3,1
"Monolepta pallidula ","Animals","Pollinator",1,2,2
"Mordellina sp1 M_PL_057","Animals","Pollinator",6,43,1
"Mordellistena sp1 M_PL_057","Animals","Pollinator",11,37,1
"Mycalesis francisca ","Animals","Pollinator",1,1,1
"Narumyia narumyia ","Animals","Pollinator",1,1,1
"Neoascia sp1 M_PL_057","Animals","Pollinator",1,1,1
"Neuroptera sp486 M_PL_057","Animals","Pollinator",1,1,1
"Nipponovalgus angusticollis ","Animals","Pollinator",4,12,3
"Nomada aswensis ","Animals","Pollinator",2,2,1
"Nomada clalii okubira ","Animals","Pollinator",1,1,1
"Nomada comparata ","Animals","Pollinator",1,1,1
"Nomada esakii ","Animals","Pollinator",2,4,1
"Nomada flavoguttata japonensis ","Animals","Pollinator",1,1,1
"Nomada ginran ","Animals","Pollinator",5,13,3
"Nomada hakonensis ","Animals","Pollinator",1,1,2
"Nomada harimensis ","Animals","Pollinator",3,4,1
"Nomada shepparadana okubira ","Animals","Pollinator",11,52,2
"Nomada shirakii ","Animals","Pollinator",1,1,1
"Nomada sp1 M_PL_057","Animals","Pollinator",1,2,1
"Nonartha cyaneum ","Animals","Pollinator",16,37,3
"Nysius sp1 M_PL_057","Animals","Pollinator",3,6,1
"Ocholodes ochracea ","Animals","Pollinator",2,6,1
"Oedemeronia lucidicollis ","Animals","Pollinator",5,7,3
"Oedemeronia manicata ","Animals","Pollinator",6,12,3
"Onomaus lautus ","Animals","Pollinator",11,39,2
"Onthophagus lenzii ","Animals","Pollinator",1,1,1
"Onycholyda lucida ","Animals","Pollinator",1,1,1
"Orientabia maguna ","Animals","Pollinator",1,1,1
"Orthoptera sp126 M_PL_057","Animals","Pollinator",1,2,1
"Orthoptera sp127 M_PL_057","Animals","Pollinator",2,2,1
"Orthoptera sp487 M_PL_057","Animals","Pollinator",1,1,1
"Orthoptera sp68 M_PL_057","Animals","Pollinator",2,3,1
"Orthoptera sp69 M_PL_057","Animals","Pollinator",3,3,1
"Osmia cornifrons ","Animals","Pollinator",1,1,1
"Oxycetonia jucunda ","Animals","Pollinator",2,2,5
"Oxyporus basiventris ","Animals","Pollinator",1,1,1
"Pachyprotasis hiensis ","Animals","Pollinator",1,1,1
"Pachyprotasis sp1 M_PL_057","Animals","Pollinator",2,3,1
"Pachyprotasis sp2 M_PL_057","Animals","Pollinator",1,1,1
"Pachyprotasis sp3 M_PL_057","Animals","Pollinator",1,1,1
"Pachytodes cometes ","Animals","Pollinator",1,2,2
"Papilix macilentus ","Animals","Pollinator",1,1,1
"Paragus jozanus ","Animals","Pollinator",4,5,4
"Paragus tibialis ","Animals","Pollinator",8,17,5
"Parapolybia indica ","Animals","Pollinator",1,1,1
"Parapolybia varia ","Animals","Pollinator",1,1,1
"Parastrangatis nymphula ","Animals","Pollinator",1,1,1
"Paratrichius doentzi ","Animals","Pollinator",1,1,2
"Paridea angulicollis ","Animals","Pollinator",1,1,1
"Parnara guttata ","Animals","Pollinator",1,1,5
"Passaloecus clypealis yamato ","Animals","Pollinator",1,1,1
"Pelopides jansonis ","Animals","Pollinator",2,2,1
"Penthesiiea apicalis ","Animals","Pollinator",1,3,1
"Penthesilea apicalis ","Animals","Pollinator",3,4,1
"Perineura okutanii ","Animals","Pollinator",1,1,1
"Phalacrodira aeneostoma ","Animals","Pollinator",3,4,1
"Phalangida sp488 M_PL_057","Animals","Pollinator",1,1,1
"Philopota nigroaenea ","Animals","Pollinator",4,9,4
"Phyllobius armatus ","Animals","Pollinator",3,5,1
"Phyllopertha irregularis ","Animals","Pollinator",2,2,3
"Pidonia aegrota ","Animals","Pollinator",4,6,3
"Pidonia amentata ","Animals","Pollinator",4,4,1
"Pidonia miwai ","Animals","Pollinator",1,1,1
"Pidonia puziloi ","Animals","Pollinator",4,12,3
"Pidonia signifera ","Animals","Pollinator",3,6,3
"Pieris melete","Animals","Pollinator",3,12,3
"Pieris rapae ","Animals","Pollinator",2,2,6
"Pipiza inornata ","Animals","Pollinator",2,2,3
"Platycheirus urakawensis","Animals","Pollinator",4,4,2
"Plecoptera sp128 M_PL_057","Animals","Pollinator",2,2,1
"Plecoptera sp489 M_PL_057","Animals","Pollinator",1,1,1
"Plecoptera sp490 M_PL_057","Animals","Pollinator",1,1,1
"Plecoptera sp491 M_PL_057","Animals","Pollinator",1,1,1
"Plecoptera sp492 M_PL_057","Animals","Pollinator",1,1,1
"Plecoptera sp493 M_PL_057","Animals","Pollinator",1,1,1
"Plecoptera sp494 M_PL_057","Animals","Pollinator",1,1,1
"Plecoptera sp495 M_PL_057","Animals","Pollinator",1,1,1
"Podabrus malthinoides","Animals","Pollinator",1,1,3
"Polistes mandarinus ","Animals","Pollinator",3,3,2
"Polytremis pellucida","Animals","Pollinator",1,1,2
"Popillia japonica ","Animals","Pollinator",1,1,4
"Priochirus japonicus ","Animals","Pollinator",1,1,1
"Priophorus nigricans ","Animals","Pollinator",1,1,2
"Pristosia aeneola ","Animals","Pollinator",2,2,1
"Prothemus ciusianus ","Animals","Pollinator",4,4,3
"Psenulus sp1 M_PL_057","Animals","Pollinator",2,2,1
"Pseudomerdon takasaqoensis ","Animals","Pollinator",1,1,2
"Pteroelecta felderi ","Animals","Pollinator",7,9,1
"Pyrrhalta fuscipennis ","Animals","Pollinator",1,1,1
"Rhingia laevigata ","Animals","Pollinator",2,3,3
"Rhopalum latronum","Animals","Pollinator",19,39,2
"Rodolial imbata ","Animals","Pollinator",1,1,1
"Servillia luteola ","Animals","Pollinator",3,4,1
"Siobla felox ","Animals","Pollinator",2,3,1
"Sphaerophia viridaenea ","Animals","Pollinator",1,1,1
"Sphaerophoria macrogaster ","Animals","Pollinator",13,67,5
"Sphaerophoria menthastri","Animals","Pollinator",8,17,5
"Sphecoid wasp ","Animals","Pollinator",1,2,1
"Sphegina clunipes ","Animals","Pollinator",17,43,1
"Sphegina sp1 M_PL_057","Animals","Pollinator",6,10,1
"Sphegina sp2 M_PL_057","Animals","Pollinator",4,5,1
"Sphegina sp3 M_PL_057","Animals","Pollinator",2,2,1
"Sphegina sp4 M_PL_057","Animals","Pollinator",1,1,1
"Stenbluperus nipponensis ","Animals","Pollinator",1,3,1
"Stenodynerus tokyanus tokyanus ","Animals","Pollinator",1,1,3
"Stenoluperus nipponensis ","Animals","Pollinator",6,19,2
"Stermophagus japonicus ","Animals","Pollinator",1,1,1
"Strangalomorpha tenuis ","Animals","Pollinator",1,3,2
"Strogylogaster onocleae ","Animals","Pollinator",1,1,2
"Strombocerina koebelei ","Animals","Pollinator",2,2,2
"Syrphus japonica ","Animals","Pollinator",1,1,2
"Syrphus vitripennis ","Animals","Pollinator",8,11,8
"Tachinus sp1 M_PL_057","Animals","Pollinator",3,3,1
"Taxonus fulvicornis ","Animals","Pollinator",1,1,2
"Taxonus sp1 M_PL_057","Animals","Pollinator",1,1,1
"Temnostoma nitobei ","Animals","Pollinator",1,1,1
"Tenthredinidae sp1 M_PL_057","Animals","Pollinator",1,1,1
"Tenthredo convagennata ","Animals","Pollinator",3,3,2
"Tenthredo finchi seguro ","Animals","Pollinator",4,4,1
"Tenthredo flavipectus ","Animals","Pollinator",2,2,1
"Tenthredo hokkaidonis ","Animals","Pollinator",2,2,1
"Tenthredopsis sp1 M_PL_057","Animals","Pollinator",1,1,1
"Tetralonia nipponens ","Animals","Pollinator",1,2,3
"Thlaspida cribrosaoidalis ","Animals","Pollinator",2,2,1
"Thoressa varia","Animals","Pollinator",3,6,3
"Tiphia sp1 M_PL_057","Animals","Pollinator",2,2,1
"Trachys retteri ","Animals","Pollinator",2,2,1
"Trachys saundersi ","Animals","Pollinator",2,2,3
"Trachys sp1 M_PL_057","Animals","Pollinator",1,1,1
"Tremus cyanipennis ","Animals","Pollinator",4,10,2
"Trichius japonicus ","Animals","Pollinator",2,2,2
"Trichoptera sp496 M_PL_057","Animals","Pollinator",1,1,1
"Trichoptera sp497 M_PL_057","Animals","Pollinator",1,1,1
"Trichoptera sp498 M_PL_057","Animals","Pollinator",1,1,1
"Trichoptera sp499 M_PL_057","Animals","Pollinator",1,1,1
"Trichoptera sp500 M_PL_057","Animals","Pollinator",1,1,1
"Trichoptera sp501 M_PL_057","Animals","Pollinator",1,1,1
"Trichoptera sp502 M_PL_057","Animals","Pollinator",1,1,1
"Trichoptera sp503 M_PL_057","Animals","Pollinator",1,1,1
"Trpocylon sp1 M_PL_057","Animals","Pollinator",4,4,1
"Unidentified sp1 M_PL_057","Animals","Pollinator",11,57,1
"Unidentified sp10 M_PL_057","Animals","Pollinator",3,9,1
"Unidentified sp100 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp101 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp102 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp103 M_PL_057","Animals","Pollinator",1,2,1
"Unidentified sp104 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp105 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp106 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp107 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp108 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp109 M_PL_057","Animals","Pollinator",1,2,1
"Unidentified sp11 M_PL_057","Animals","Pollinator",7,8,1
"Unidentified sp110 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp111 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp112 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp113 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp114 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp115 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp116 M_PL_057","Animals","Pollinator",1,2,1
"Unidentified sp117 M_PL_057","Animals","Pollinator",1,2,1
"Unidentified sp118 M_PL_057","Animals","Pollinator",1,2,1
"Unidentified sp119 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp12 M_PL_057","Animals","Pollinator",5,8,1
"Unidentified sp120 M_PL_057","Animals","Pollinator",1,2,1
"Unidentified sp121 M_PL_057","Animals","Pollinator",1,2,1
"Unidentified sp122 M_PL_057","Animals","Pollinator",1,2,1
"Unidentified sp123 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp124 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp125 M_PL_057","Animals","Pollinator",2,2,1
"Unidentified sp13 M_PL_057","Animals","Pollinator",4,8,1
"Unidentified sp14 M_PL_057","Animals","Pollinator",1,8,1
"Unidentified sp145 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp146 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp147 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp148 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp149 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp15 M_PL_057","Animals","Pollinator",6,7,1
"Unidentified sp150 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp151 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp152 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp153 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp154 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp155 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp156 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp157 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp158 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp159 M_PL_057","Animals","Pollinator",1,1,1
"Unidentified sp16 M_PL_057","Animals","Pollinator",3,7,1
